,anchor,area,beta,beta_rel,delta,delta_rel,low_delta,low_delta_rel,size,subnet,g_peak_AMPA_Vp_PC_Vp_BC
0,0.0,Vp,0.08152254670858383,0.20659740269184113,0.059232354164123535,0.15010878443717957,0.024075718596577644,0.061013560742139816,0.1,A,1.25
1,0.5,Vp,0.041612543165683746,0.18537785112857819,0.03655152767896652,0.16283175349235535,0.0136235561221838,0.06069096922874451,0.1,A_bis,1.25
2,0.0,Vp,0.0543057844042778,0.23023471236228943,0.021487556397914886,0.0910986065864563,0.008898631669580936,0.03772662207484245,0.2,B,1.25
3,0.5,Vp,0.025741806253790855,0.2086430788040161,0.012508261017501354,0.10138224810361862,0.005406185053288937,0.043818335980176926,0.2,B_bis,1.25
4,0.0,Vp,0.03780480846762657,0.21830615401268005,0.01472087949514389,0.08500660955905914,0.0062479726038873196,0.036079294979572296,0.3,C,1.25
5,0.5,Vp,0.017616719007492065,0.21405406296253204,0.006614344194531441,0.08036838471889496,0.0029951599426567554,0.036393050104379654,0.3,C_bis,1.25
6,0.0,Vp,0.014017900452017784,0.21511712670326233,0.004706255625933409,0.07222167402505875,0.002118390752002597,0.03250858560204506,0.5,D,1.25
7,0.5,Vp,0.008594909682869911,0.1897193342447281,0.0028629880398511887,0.06319603323936462,0.0013452572748064995,0.02969447337090969,0.5,D_bis,1.25
8,0.0,Vp,0.003953603096306324,0.1668795347213745,0.0013488384429365396,0.056933771818876266,0.0006217315094545484,0.02624296396970749,1.0,full,1.25
